"CAJERO"|"GCC"|"ENTIDAD"|"OFICINA"|"NOMBRE_CALLE"|"NUMERO"|"COD_POSTAL"|"POBLACION"|"PROVINCIA"|"latitud"|"longitud"|"LIBRETA"|"INGRESO"|"RECIBOS"|"CONTACTLESS"|"TRANS"|"EXTRAER"|"CON_SALDO"|"COSTE_EXTRACCION"|"EXCEPCIONES"
"09379"|0|"0061"|NA|"C/. LLAUT"|26|"07610"|"PLATJA DE PALMA"|"BALEARES"|39.51660477|2.745580226|0|0|0|0|0|1|1|0.8|4
"09380"|0|"0061"|NA|"AEROPUERTO DE PALMA DE MALLORCA (INTERIOR)"|NA|"07611"|"PALMA DE MALLORCA"|"BALEARES"|39.5517407|2.7361649|0|0|0|0|0|1|1|0.8|4
"09381"|0|"0061"|NA|"AEROPUERTO PALMA DE MALLORCA"|NA|"07611"|"PALMA DE MALLORCA"|"BALEARES"|39.5517407|2.7361649|0|0|0|0|0|1|1|0.8|4
"09382"|0|"0061"|NA|"C/. CONSTITUCIÓ"|8|"07620"|"LLUCMAJOR"|"BALEARES"|39.491357|2.890767|0|0|0|0|0|1|1|0.8|4
"09383"|0|"0061"|NA|"C/. ANTONI MAURA"|2|"07630"|"CAMPOS"|"BALEARES"|39.430873|3.020554|0|0|0|0|0|1|1|0.8|4
"09384"|0|"0061"|NA|"C/. GABRIEL ROCA"|45|"07638"|"COLÒNIA DE SANT JORDI (SES SALINES)"|"BALEARES"|39.316014|2.996703|0|0|0|0|0|1|1|0.8|4
"09385"|0|"0061"|NA|"C/ MIRAMAR"|69|"07639"|"SA RÀPITA (CAMPOS)"|"BALEARES"|39.363634|2.941616|0|0|0|0|0|1|1|0.8|4
"09386"|0|"0061"|NA|"C/. BATLE ANDREU BURGUERA - ESQ. C/ JOAN MARCH"|35|"07640"|"SES SALINES"|"BALEARES"|39.3383815|3.0527978|0|0|0|0|0|1|1|0.8|4
"09387"|0|"0061"|NA|"PLAÇA MAJOR"|8|"07650"|"SANTANYÍ"|"BALEARES"|39.354302|3.128625|0|0|0|0|0|1|1|0.8|4
"09388"|0|"0061"|NA|"C/. DELS RAVELLS"|11|"07660"|"CALA D´OR"|"BALEARES"|39.37598828|3.232327402|0|0|0|0|0|1|1|0.8|4
"09389"|0|"0061"|NA|"C/. DE S´ESPALMADOR, LOCAL 16 - CALA FERRERA"|2|"07660"|"CALA D´OR"|"BALEARES"|39.37836429|3.237010539|0|0|0|0|0|1|1|0.8|4
"09390"|0|"0061"|NA|"C/. NA PONT"|79|"07660"|"CALA D´OR"|"BALEARES"|39.3781777|3.238976598|0|0|0|0|0|1|1|0.8|4
"09391"|0|"0061"|NA|"AVDA. SA MARINA"|NA|"07660"|"CALA D´OR"|"BALEARES"|39.36418994|3.225766718|0|0|0|0|0|1|1|0.8|4
"09392"|0|"0061"|NA|"AVDA. TAGOMAGO"|3|"07660"|"CALA D´OR (SANTANYÍ)"|"BALEARES"|39.373836|3.229787|0|0|0|0|0|1|1|0.8|4
"09393"|0|"0061"|NA|"AVDA. SA MARINA SOLAR C"|NA|"07660"|"CALA EGOS"|"BALEARES"|39.3634517|3.224492669|0|0|0|0|0|1|1|0.8|4
"09394"|0|"0061"|NA|"PLAÇA SANT ISIDRE"|10|"07669"|"S´HORTA (FELANITX)"|"BALEARES"|39.407368|3.209124|0|0|0|0|0|1|1|0.8|4
"09395"|0|"0061"|NA|"C/. PORT DE PALOS"|2|"07670"|"PORTOCOLOM (FELANITX)"|"BALEARES"|39.418259|3.258487|0|0|0|0|0|1|1|0.8|4
"09396"|0|"0061"|NA|"C/. PUNTA REINA"|59|"07680"|"CALA MANDIA"|"BALEARES"|39.51913842|3.314234018|0|0|0|0|0|1|1|0.8|4
"09397"|0|"0061"|NA|"C/ PORT"|9|"07680"|"PORTOCRISTO"|"BALEARES"|39.541167|3.333911|0|0|0|0|0|1|1|0.8|4
"09398"|0|"0061"|NA|"PASEO DEL MAR"|2|"07687"|"S´ILLOT"|"BALEARES"|39.56633896|3.371880054|0|0|0|0|0|1|1|0.8|4
"09399"|0|"0061"|NA|"AVDA. SES SAVINES"|1|"07687"|"SA COMA"|"BALEARES"|39.57661044|3.377037942|0|0|0|0|0|1|1|0.8|4
"09400"|0|"0061"|NA|"VIA COMUNITAT VALENCIANA"|301|"07688"|"CALA MURADA (MANACOR)"|"BALEARES"|39.454296|3.269484|0|0|0|0|0|1|1|0.8|4
"09401"|0|"0061"|NA|"PASSEIG DE MANACOR"|184|"07689"|"CALES DE MALLORCA"|"BALEARES"|39.46237256|3.278281689|0|0|0|0|0|1|1|0.8|4
"09402"|0|"0061"|NA|"C/. FORMENTOR"|175|"07689"|"CALES DE MALLORCA"|"BALEARES"|39.46053368|3.279239237|0|0|0|0|0|1|1|0.8|4
"09403"|0|"0061"|NA|"PASSEIG D´ES PORT"|48|"07691"|"PORTOPETRO"|"BALEARES"|39.36087402|3.209847808|0|0|0|0|0|1|1|0.8|4
"09404"|0|"0061"|NA|"C/. ANDANA DE PONENT"|33|"07701"|"MAÓ"|"BALEARES"|39.8904345|4.264346|0|0|0|0|0|1|1|0.8|4
"09405"|0|"0061"|NA|"PLAÇA DEL CARME. MERCAT DEL CLAUSTRE - LOCAL 52"|NA|"07701"|"MAÓ"|"BALEARES"|39.88875984|4.266107082|0|0|0|0|0|1|1|0.8|4
"09406"|0|"0061"|NA|"C/. SA RAVALETA"|7|"07702"|"MAÓ"|"BALEARES"|39.888262|4.265174|0|0|0|0|0|1|1|0.8|4
"09407"|0|"0061"|NA|"MOLL DE LLEVANT"|287|"07702"|"MAÓ"|"BALEARES"|39.88926406|4.275848866|0|0|0|0|0|1|1|0.8|4
"09408"|0|"0061"|NA|"AVDA. VIVES LLULL"|52|"07703"|"MAÓ"|"BALEARES"|39.888986|4.254439|0|0|0|0|0|1|1|0.8|4
"09409"|0|"0061"|NA|"C/. COSTA DE SA PLATJA"|2|"07710"|"PUNTA PRIMA"|"BALEARES"|39.81438126|4.280278534|0|0|0|0|0|1|1|0.8|4
"09410"|0|"0061"|NA|"AVDA. DE SA PAU"|43|"07710"|"SANT LLUÍS"|"BALEARES"|39.850984|4.259917|0|0|0|0|0|1|1|0.8|4
"09411"|0|"0061"|NA|"C/. VICTORY, ESQ. C/. GRAN"|38|"07720"|"ES CASTELL"|"BALEARES"|39.879148|4.290006|0|0|0|0|0|1|1|0.8|4
"09412"|0|"0061"|NA|"C/. SANT JOSEP"|3|"07720"|"ES CASTELL"|"BALEARES"|39.87830011|4.292339087|0|0|0|0|0|1|1|0.8|4
"09413"|0|"0061"|NA|"C/. MIGUEL CERVANTES"|6|"07730"|"ALAIOR"|"BALEARES"|39.932751|4.137372|0|0|0|0|0|1|1|0.8|4
"09414"|0|"0061"|NA|"C/. COSTA DE SANT JAUME"|6|"07730"|"URBANITZACIÓ SANT JAUME (ALAIOR)"|"BALEARES"|39.90294955|4.073330015|0|0|0|0|0|1|1|0.8|4
"09415"|0|"0061"|NA|"C/. DE LA MARINA"|NA|"07740"|"ARENAL D´EN CASTELL"|"BALEARES"|40.01930915|4.189233631|0|0|0|0|0|1|1|0.8|4
"09416"|0|"0061"|NA|"PLATJA DE SANT TOMÀS"|3|"07749"|"URBANITZACIÓ SANT TOMAS (ES MITJORN GRAN)"|"BALEARES"|39.91560576|4.04032141|0|0|0|0|0|1|1|0.8|4
"09417"|0|"0061"|NA|"C/. VERGE DEL TORO"|1|"07750"|"FERRERIES"|"BALEARES"|39.98338|4.011206|0|0|0|0|0|1|1|0.8|4
"09418"|0|"0061"|NA|"PASSEIG DEL RIU"|4|"07750"|"LA SERPENTONA"|"BALEARES"|39.93914361|3.957469314|0|0|0|0|0|1|1|0.8|4
"09419"|0|"0061"|NA|"AVDA. LOS DELFINES"|NA|"07760"|"CALA´N BLANES"|"BALEARES"|40.00369099|3.8021788|0|0|0|0|0|1|1|0.8|4
"09420"|0|"0061"|NA|"PLAÇA DES BORN"|NA|"07760"|"CIUTADELLA"|"BALEARES"|40.000264|3.836456|0|0|0|0|0|1|1|0.8|4
"09421"|0|"0061"|NA|"PLAÇA DE´S BORN"|10|"07760"|"CIUTADELLA DE MENORCA"|"BALEARES"|40.00021|3.836524|0|0|0|0|0|1|1|0.8|4
"09422"|0|"0061"|NA|"PLAÇA ALFONS III"|5|"07760"|"CIUTADELLA DE MENORCA"|"BALEARES"|40.002413|3.840998|0|0|0|0|0|1|1|0.8|4
"09423"|0|"0061"|NA|"PASSEIG PORTIXOL, LAGO CALAN BOSCH"|NA|"07769"|"CALA BLANCA"|"BALEARES"|39.9717848|3.8334817|0|0|0|0|0|1|1|0.8|4
"09424"|0|"0061"|NA|"VIA DE CIRCUNVALACIÓ"|NA|"07769"|"CALA´N BOSCH (CIUTADELLA DE MENORCA)"|"BALEARES"|39.92992772|3.834456503|0|0|0|0|0|1|1|0.8|4
"09425"|0|"0061"|NA|"C/. BATLE BARTOMEU ROSSELLÓ SALA"|9|"07800"|"EIVISSA"|"BALEARES"|38.91880182|1.437041759|0|0|0|0|0|1|1|0.8|4
"09426"|0|"0061"|NA|"AVDA. DE PERE MATUTES NOGUERA"|99|"07800"|"EIVISSA"|"BALEARES"|38.89553371|1.411668062|0|0|0|0|0|1|1|0.8|4
"09427"|0|"0061"|NA|"PASEO JUAN CARLOS I"|NA|"07800"|"EIVISSA"|"BALEARES"|38.91284567|1.449261904|0|0|0|0|0|1|1|0.8|4
"09428"|0|"0061"|NA|"AVDA. PERE MATUTES NOGUERA"|71|"07800"|"EIVISSA"|"BALEARES"|38.89902817|1.41717732|0|0|0|0|0|1|1|0.8|4
"09429"|0|"0061"|NA|"C/. EXTREMADURA"|10|"07800"|"EIVISSA"|"BALEARES"|38.908868|1.427332|0|0|0|0|0|1|1|0.8|4
"09430"|0|"0061"|NA|"C/. JOAN D´ÀUSTRIA"|1|"07800"|"EIVISSA"|"BALEARES"|38.91037|1.433523|0|0|0|0|0|1|1|0.8|4
"09431"|0|"0061"|NA|"PSO. MARÍTIMO DE IBIZA"|NA|"07800"|"IBIZA"|"BALEARES"|38.91501499|1.443650723|0|0|0|0|0|1|1|0.8|4
"09432"|0|"0061"|NA|"CRTA. SAN ANTONIO KM 4 - POLÍGONO INDUSTRIAL MONTECRISTO"|5|"07800"|"IBIZA"|"BALEARES"|38.9230129|1.4231528|0|0|0|0|0|1|1|0.8|4
"09433"|0|"0061"|NA|"CARRETERA DEL AEROPUERTO GASOLINERA ISLA"|NA|"07800"|"IBIZA"|"BALEARES"|38.9028292|1.4068102|0|0|0|0|0|1|1|0.8|4
"09434"|0|"0061"|NA|"CTRA. DE PORTINATX"|67|"07810"|"CALA PORTINATX"|"BALEARES"|39.11040802|1.518037766|0|0|0|0|0|1|1|0.8|4
"09435"|0|"0061"|NA|"CTRA. D´EIVISSA"|NA|"07815"|"SANT MIQUEL DE BALANSAT (SANT JOAN DE LABRITJA)"|"BALEARES"|39.05391|1.436945|0|0|0|0|0|1|1|0.8|4
"09436"|0|"0061"|NA|"C/ MURTRA"|5|"07817"|"PLATJA D´EN BOSSA"|"BALEARES"|38.8916923|1.4079318|0|0|0|0|0|1|1|0.8|4
"09437"|0|"0061"|NA|"CALLE PLATJA D´EN BOSSA"|10|"07817"|"PLATJA D´EN BOSSA"|"BALEARES"|38.8875917|1.4064657|0|0|0|0|0|1|1|0.8|4
"09438"|0|"0061"|NA|"CTRA. PLATJA D´EN BOSSA"|NA|"07817"|"PLATJA D´EN BOSSA"|"BALEARES"|38.88710998|1.405891925|0|0|0|0|0|1|1|0.8|4
"09439"|0|"0061"|NA|"CALLE PLATJA DEN BOSSA"|10|"07817"|"PLATJA D´EN BOSSA"|"BALEARES"|38.8875917|1.4064657|0|0|0|0|0|1|1|0.8|4
"09440"|0|"0061"|NA|"AVDA. PERE MATUTES NOGUERA"|112|"07817"|"PLATJA D´EN BOSSA"|"BALEARES"|38.89286369|1.409020722|0|0|0|0|0|1|1|0.8|4
"09441"|0|"0061"|NA|"CTRA. PLATJA D´EN BOSSA"|NA|"07817"|"SANT JORDI"|"BALEARES"|38.88502529|1.404110938|0|0|0|0|0|1|1|0.8|4
"09442"|0|"0061"|NA|"CARRETERA DEL AEROPUERTO, EDIF. LAS OLAS"|60|"07817"|"SANT JORDI (SANT JOSEP DE LA TALAIA)"|"BALEARES"|38.892557|1.397726|0|0|0|0|0|1|1|0.8|4
"09443"|0|"0061"|NA|"AVDA. PLAYA DEN BOSSA - EDIF. BOSSAMAR PLANTA BAJA - LOCAL 4"|NA|"07817"|"SANT JORDI (SANT JOSEP DE S´ATALAIA)"|"BALEARES"|38.8849278|1.4038167|0|0|0|0|0|1|1|0.8|4
"09444"|0|"0061"|NA|"CARRETERA PLAYA DEN BOSSA"|NA|"07817"|"SANT JORDI DE SES SALINES"|"BALEARES"|38.8929177|1.3968824|0|0|0|0|0|1|1|0.8|4
"09445"|0|"0061"|NA|"C/ LONDRES"|NA|"07820"|"IBIZA"|"BALEARES"|38.98363772|1.306557655|0|0|0|0|0|1|1|0.8|4
"09446"|0|"0061"|NA|"AVDA. ISIDOR MACABICH"|6|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.98332731|1.298533827|0|0|0|0|0|1|1|0.8|4
"09447"|0|"0061"|NA|"AVINGUDA DOCTOR FLEMING"|9|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.9790564|1.3069221|0|0|0|0|0|1|1|0.8|4
"09448"|0|"0061"|NA|"C/. MADRID, ESQ. C/. MARINO RIQUER"|2|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.981392|1.299648|0|0|0|0|0|1|1|0.8|4
"09449"|0|"0061"|NA|"AVDA. DOCTOR FLEMING"|51|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.96946932|1.310218871|0|0|0|0|0|1|1|0.8|4
"09450"|0|"0061"|NA|"C/. MIRAMAR"|1|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.9798443|1.304080635|0|0|0|0|0|1|1|0.8|4
"09451"|0|"0061"|NA|"C/. BISBE TORRES"|5|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.980488|1.304498|0|0|0|0|0|1|1|0.8|4
"09452"|0|"0061"|NA|"C/. D´ES RETIR"|1|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.97011578|1.304692179|0|0|0|0|0|1|1|0.8|4
"09453"|0|"0061"|NA|"C/ RAMÓN Y CAJAL"|2|"07820"|"SANT ANTONI DE PORTMANY"|"BALEARES"|38.9804397|1.3052049|0|0|0|0|0|1|1|0.8|4
"09454"|0|"0061"|NA|"C/LONDRES"|NA|"07820"|"SANT ANTONY DE PORTMANY"|"BALEARES"|38.9833181|1.3067249|0|0|0|0|0|1|1|0.8|4
"09455"|0|"0061"|NA|"AVDA. ES CALÓ"|52|"07830"|"CALA D´EN BOU"|"BALEARES"|38.97033474|1.287484467|0|0|0|0|0|1|1|0.8|4
"09456"|0|"0061"|NA|"AVDA. CALA BOU"|22|"07830"|"CALA D´EN BOU"|"BALEARES"|38.96732761|1.300702393|0|0|0|0|0|1|1|0.8|4
"09457"|0|"0061"|NA|"PLAYA DE CALA TARDIA"|NA|"07830"|"SAN JOSEP DE LA TALAIA"|"BALEARES"|38.94000012|1.240264177|0|0|0|0|0|1|1|0.8|4
"09458"|0|"0061"|NA|"C/. PERE ESCANELLAS"|2|"07830"|"SANT JOSEP DE LA TALAIA"|"BALEARES"|38.921757|1.293554|0|0|0|0|0|1|1|0.8|4
"09459"|0|"0061"|NA|"C/. SANT JAUME"|53|"07840"|"SANTA EULÀRIA DES RIU"|"BALEARES"|38.984916|1.534084|0|0|0|0|0|1|1|0.8|4
"09460"|0|"0061"|NA|"CTRA DE CALA LLONGA"|71|"07849"|"CALA LLONGA"|"BALEARES"|38.95404218|1.518088728|0|0|0|0|0|1|1|0.8|4
"09461"|0|"0061"|NA|"AVDA. DE PUNTA ARABÍ"|145|"07849"|"ES CANAR"|"BALEARES"|38.99415576|1.577289104|0|0|0|0|0|1|1|0.8|4
"09462"|0|"0061"|NA|"ESTACIÓN MARÍTIMA - PUERTO LA SAVINA"|NA|"07870"|"SANT FRANCESC DE FORMENTERA"|"BALEARES"|38.7341613|1.41512543|0|0|0|0|0|1|1|0.8|4
"09463"|0|"0061"|NA|"PASSEIG DE LA MARINA"|46|"07870"|"SANT FRANCESC DE FORMENTERA"|"BALEARES"|38.7325314|1.416300237|0|0|0|0|0|1|1|0.8|4
"09464"|0|"0061"|NA|"AVDA. JOAN CASTELLÓ GUASCH"|53|"07871"|"SANT FERRAN DE SES ROQUES (FORMENTERA)"|"BALEARES"|38.70616952|1.457686722|0|0|0|0|0|1|1|0.8|4
"09465"|0|"0061"|NA|"AVDA. DIAGONAL"|405|"08008"|"BARCELONA"|"BARCELONA"|41.39535543|2.155994475|0|0|0|0|0|1|1|0.8|4
"09466"|0|"0061"|NA|"C/. GANDUXER"|2|"08021"|"BARCELONA"|"BARCELONA"|41.39190991|2.139281631|0|0|0|0|0|1|1|0.8|4
"09467"|0|"0061"|NA|"C/. BALMES"|411|"08022"|"BARCELONA"|"BARCELONA"|41.40670196|2.138600349|0|0|0|0|0|1|1|0.8|4
"09468"|0|"0061"|NA|"PASSEIG PERE III"|14|"08241"|"MANRESA"|"BARCELONA"|41.7262647|1.8236501|0|0|0|0|0|1|1|0.8|4
"09469"|0|"0061"|NA|"CALLE PRIMERO DE MAYO"|3|"08870"|"SITGES"|"BARCELONA"|41.23544089|1.806926429|0|0|0|0|0|1|1|0.8|4
"09470"|0|"0061"|NA|"C/ SAN FRANCISCO"|37|"11005"|"CÁDIZ"|"CÁDIZ"|36.530855|-6.292902|0|0|0|0|0|1|1|0.8|4
"09471"|0|"0061"|NA|"URB. NOVO SANCTI PETRI"|NA|"11130"|"NOVO SANCTI PETRI"|"CÁDIZ"|36.35863191|-6.171451807|0|0|0|0|0|1|1|0.8|4
"09472"|0|"0061"|NA|"CENTRO COMERCIAL ALTAMAR, L-8 Y 9"|NA|"11139"|"URB.NOVO SANCTI PETRI (CHICLANA DE LA FRONTERA)"|"CÁDIZ"|36.352769|-6.165288|0|0|0|0|0|1|1|0.8|4
"09473"|0|"0061"|NA|"AVENIDA ESPAÑA"|34|"11140"|"CONIL DE LA FRONTERA"|"CÁDIZ"|36.3196656|-6.1525325|0|0|0|0|0|1|1|0.8|4
"09474"|0|"0061"|NA|"CENTRO COMERCIAL SAN ROQUE - CTRA. CÁDIZ - MÁLAGA KM. 124"|NA|"11360"|"SAN ROQUE"|"CÁDIZ"|36.3058193|-5.2626154|0|0|0|0|0|1|1|0.8|4
"09475"|0|"0061"|NA|"CTRA. NACIONAL 340, KM 81"|NA|"11380"|"TARIFA"|"CÁDIZ"|36.04245409|-5.630090833|0|0|0|0|0|1|1|0.8|4
"09476"|0|"0061"|NA|"PASEO DEL PRADILLO"|NA|"11393"|"ZAHARA DE LOS ATUNES"|"CÁDIZ"|36.13354446|-5.842859745|0|0|0|0|0|1|1|0.8|4
"09477"|0|"0061"|NA|"CALLE TORRENTÓ"|NA|"17310"|"LLORET DE MAR"|"GIRONA"|41.7003089|2.8447521|0|0|0|0|0|1|1|0.8|4
"09478"|0|"0061"|NA|"C/. NÚÑEZ DE BALBOA"|70|"28006"|"MADRID"|"MADRID"|40.430861|-3.682244|0|0|0|0|0|1|1|0.8|4
"09479"|0|"0061"|NA|"C/. JOSÉ ORTEGA Y GASSET"|90|"28006"|"MADRID"|"MADRID"|40.4297459|-3.6720491|0|0|0|0|0|1|1|0.8|4
"09480"|0|"0061"|NA|"C/. FERRAZ"|42|"28008"|"MADRID"|"MADRID"|40.426524|-3.717628|0|0|0|0|0|1|1|0.8|4
"09481"|0|"0061"|NA|"C/. ALCALÁ"|82|"28009"|"MADRID"|"MADRID"|40.422959|-3.679476|0|0|0|0|0|1|1|0.8|4
"09482"|0|"0061"|NA|"C/. ELOY GONZALO"|17|"28010"|"MADRID"|"MADRID"|40.43442121|-3.701534271|0|0|0|0|0|1|1|0.8|4
"09483"|0|"0061"|NA|"C/. ALMAGRO"|34|"28010"|"MADRID"|"MADRID"|40.4307894|-3.6924782|0|0|0|0|0|1|1|0.8|4
"09484"|0|"0061"|NA|"C/ POSTAS"|1|"28012"|"MADRID"|"MADRID"|40.5702874|-3.2616162|0|0|0|0|0|1|1|0.8|4
"09485"|0|"0061"|NA|"C/. POTOSÍ"|4|"28016"|"MADRID"|"MADRID"|40.45654|-3.680388|0|0|0|0|0|1|1|0.8|4
"09486"|0|"0061"|NA|"AVDA. GENERAL PERÓN, ESQ. GENERAL MOSCARDÓ"|20|"28020"|"MADRID"|"MADRID"|40.4523967|-3.6965633|0|0|0|0|0|1|1|0.8|4
"09487"|0|"0061"|NA|"PASEO DE LA HABANA"|8|"28036"|"MADRID"|"MADRID"|40.44760023|-3.69011879|0|0|0|0|0|1|1|0.8|4
"09488"|0|"0061"|NA|"C/ FÉLIX BOIX"|3|"28036"|"MADRID"|"MADRID"|40.463413|-3.688359|0|0|0|0|0|1|1|0.8|4
"09489"|0|"0061"|NA|"AVDA. BRUSELAS, EDIF. ALTAMAR"|6|"28109"|"ALCOBENDAS"|"MADRID"|40.531203|-3.632038|0|0|0|0|0|1|1|0.8|4
"09490"|0|"0061"|NA|"CERRO DE LOS PERDIGONES"|1|"28224"|"MADRID"|"MADRID"|40.4350963|-3.801331072|0|0|0|0|0|1|1|0.8|4
"09491"|0|"0061"|NA|"C/ CERRO DE LOS PERDIGONES, PLANTA BAJA, LOCAL B Y C (ACCESO DESDE AV. EUROPA, 1)"|1|"28224"|"POZUELO DE ALARCÓN"|"MADRID"|40.43465877|-3.80155921|0|0|0|0|0|1|1|0.8|4
"09492"|0|"0061"|NA|"C/. MADRID"|95|"28902"|"GETAFE"|"MADRID"|40.310703|-3.728389|0|0|0|0|0|1|1|0.8|4
"09493"|0|"0061"|NA|"AVDA. DE LA AURORA"|15|"29002"|"MÁLAGA"|"MÁLAGA"|36.715731|-4.429958|0|0|0|0|0|1|1|0.8|0
"09494"|0|"0061"|NA|"AVDA. IMPERIO ARGENTINA, RESIDENCIAL PISCIS. LITORAL I"|6|"29004"|"MÁLAGA"|"MÁLAGA"|36.683047|-4.456447|0|0|0|0|0|1|1|0.8|0
"09495"|0|"0061"|NA|"AVDA. COMANDANTE GARCÍA MORATO - RENTACAR MALAGACAR"|34|"29004"|"MÁLAGA"|"MÁLAGA"|36.6729997|-4.483022|0|0|0|0|0|1|1|0.8|0
"09496"|0|"0061"|NA|"C/. GRANADA"|50|"29015"|"MALAGA"|"MÁLAGA"|36.7220457|-4.418722093|0|0|0|0|0|1|1|0.8|0
"09497"|0|"0061"|NA|"PLAZA DEL REMO"|NA|"29100"|"MARBELLA"|"MÁLAGA"|36.510071|-4.8824474|0|0|0|0|0|1|1|0.8|0
"09498"|0|"0061"|NA|"PLAZA DE ESPAÑA"|4|"29400"|"RONDA"|"MÁLAGA"|36.74105718|-5.165950656|0|0|0|0|0|1|1|0.8|0
"09499"|0|"0061"|NA|"CTRA. NACIONAL 340, KM. 192 - CENTRO COMERCIAL PINOGOLF DE DON CARLOS, LOC. 15"|NA|"29600"|"ELVIRIA"|"MÁLAGA"|36.495518|-4.774697|0|0|0|0|0|1|1|0.8|0
"09500"|0|"0061"|NA|"AVDA. RICARDO SORIANO"|43|"29600"|"MARBELLA"|"MÁLAGA"|36.51005|-4.89427|0|0|0|0|0|1|1|0.8|0
"09501"|0|"0061"|NA|"C/. DUQUE DE AHUMADA"|8|"29600"|"MARBELLA"|"MÁLAGA"|36.50716983|-4.888037592|0|0|0|0|0|1|1|0.8|0
"09502"|0|"0061"|NA|"C/. ROSMARI"|NA|"29603"|"MARBELLA"|"MÁLAGA"|36.50484788|-4.809340239|0|0|0|0|0|1|1|0.8|0
"09503"|0|"0061"|NA|"CTRA. DE CÁDIZ, KM 192"|NA|"29604"|"ELVIRIA"|"MÁLAGA"|36.49395512|-4.775142074|0|0|0|0|0|1|1|0.8|0
"09504"|0|"0061"|NA|"C/. SALVADOR ALLENDE"|41|"29620"|"TORREMOLINOS"|"MÁLAGA"|36.60181034|-4.510711133|0|0|0|0|0|1|1|0.8|0
"09505"|0|"0061"|NA|"AVDA. SALVADOR ALLENDE"|42|"29620"|"TORREMOLINOS"|"MÁLAGA"|36.6020683|-4.5105903|0|0|0|0|0|1|1|0.8|0
"09506"|0|"0061"|NA|"C/. DE CARMEN"|36|"29620"|"TORREMOLINOS"|"MÁLAGA"|36.6110215|-4.503025264|0|0|0|0|0|1|1|0.8|0
"09507"|0|"0061"|NA|"PASEO MARÍTIMO BENALMÁDENA LOCAL 5 EDIFICIO OLÉ"|NA|"29620"|"TORREMOLINOS"|"MÁLAGA"|36.6225541|-4.4994767|0|0|0|0|0|1|1|0.8|0
"09508"|0|"0061"|NA|"C/. DE LA PLAYA"|34|"29620"|"TORREMOLINOS"|"MÁLAGA"|36.63256588|-4.489889145|0|0|0|0|0|1|1|0.8|0
"09509"|0|"0061"|NA|"PASEO MARÍTIMO"|19|"29620"|"TORREMOLINOS"|"MÁLAGA"|36.6374259|-4.4842668|0|0|0|0|0|1|1|0.8|0
"09510"|0|"0061"|NA|"C/. SANTO DOMINGO"|5|"29630"|"BANALMADENA COSTA"|"MÁLAGA"|36.5897403|-4.529870152|0|0|0|0|0|1|1|0.8|0
"09511"|0|"0061"|NA|"AVENIDA DE LA ESTRELLA DEL MAR"|18|"29630"|"BENALMÁDENA"|"MÁLAGA"|36.5841614|-4.5548766|0|0|0|0|0|1|1|0.8|0
"09512"|0|"0061"|NA|"C/. LA FRAGATA"|3|"29630"|"FUENGIROLA"|"MÁLAGA"|28.8710247|-13.8257576|0|0|0|0|0|1|1|0.8|0
"09513"|0|"0061"|NA|"PASEO MARÍTIMO DEL PEDREGAL"|87|"29630"|"MÁLAGA"|"MÁLAGA"|36.72043755|-4.370064139|0|0|0|0|0|1|1|0.8|0
"09514"|0|"0061"|NA|"CALLE PUERTO S/N PUERTO DEPORTIVO FUENGIROLA"|NA|"29640"|"FUENGIROLA"|"MÁLAGA"|36.54293992|-4.618001396|0|0|0|0|0|1|1|0.8|0
"09515"|0|"0061"|NA|"PASEO MARÍTIMO REY DE ESPAÑA"|87|"29640"|"FUENGIROLA"|"MÁLAGA"|36.54301543|-4.617858678|0|0|0|0|0|1|1|0.8|0
"09516"|0|"0061"|NA|"AVDA. DEL HIGUERÓN"|48|"29640"|"FUENGIROLA"|"MÁLAGA"|36.5799709|-4.595345557|0|0|0|0|0|1|1|0.8|0
"09517"|0|"0061"|NA|"PASEO MARÍTIMO REY DE ESPAÑA"|26|"29640"|"FUENGIROLA"|"MÁLAGA"|36.53732517|-4.62195307|0|0|0|0|0|1|1|0.8|0
"09518"|0|"0061"|NA|"C/. JACINTO BENAVENTE"|12|"29640"|"FUENGIROLA"|"MÁLAGA"|36.54064391|-4.621096104|0|0|0|0|0|1|1|0.8|0
"09519"|0|"0061"|NA|"CTRA. DE CÁDIZ KM. 204"|NA|"29647"|"MIJAS COSTA"|"MÁLAGA"|36.50949279|-4.647238255|0|0|0|0|0|1|1|0.8|0
"09520"|0|"0061"|NA|"C/. DE CÓRDOBA"|NA|"29649"|"MIJAS"|"MÁLAGA"|36.50702215|-4.72767368|0|0|0|0|0|1|1|0.8|0
"09521"|0|"0061"|NA|"AVENIDA ESPAÑA, URBª SITIO DE CALAHONDA"|10|"29649"|"MIJAS"|"MÁLAGA"|36.4931622|-4.7174408|0|0|0|0|0|1|1|0.8|0
"09522"|0|"0061"|NA|"C/. ACUARIO"|NA|"29649"|"RIVIERA DEL SOL"|"MÁLAGA"|36.49860931|-4.702525288|0|0|0|0|0|1|1|0.8|0
